"doi","exemplar","type","key","value"
"WZMUBCSD","1","length","total_length","73414"
"WZMUBCSD","1","string_cronbach","locations_cronbach.start","1124"
"WZMUBCSD","2","string_cronbach","locations_cronbach.start","22587"
"WZMUBCSD","3","string_cronbach","locations_cronbach.start","23038"
"WZMUBCSD","1","string_cronbach","locations_cronbach.end","1139"
"WZMUBCSD","2","string_cronbach","locations_cronbach.end","22602"
"WZMUBCSD","3","string_cronbach","locations_cronbach.end","23053"
"WZMUBCSD","1","string_cronbach","post_cronbach","a. This paper provides a practical guide to the app"
"WZMUBCSD","2","string_cronbach","post_cronbach","a of 0 mean that for k-1 items the ICCs are constan"
"WZMUBCSD","3","string_cronbach","post_cronbach","a and Rho than 0.3 and lower than 0.4 are typically"
