"doi","exemplar","type","key","value"
"FBDWXL99","1","length","total_length","53956"
"FBDWXL99","1","string_cronbach","locations_cronbach.start","13650"
"FBDWXL99","2","string_cronbach","locations_cronbach.start","16761"
"FBDWXL99","3","string_cronbach","locations_cronbach.start","19820"
"FBDWXL99","1","string_cronbach","locations_cronbach.end","13665"
"FBDWXL99","2","string_cronbach","locations_cronbach.end","16776"
"FBDWXL99","3","string_cronbach","locations_cronbach.end","19835"
"FBDWXL99","1","string_cronbach","post_cronbach","a .9, and it was thought to have be administered a "
"FBDWXL99","2","string_cronbach","post_cronbach","a was found to be .85 and .81 device monitoring phy"
"FBDWXL99","3","string_cronbach","post_cronbach","as of .82 and .87 in clinical and non-clinical samp"
