"doi","exemplar","type","key","value"
"2MH2SINX","1","length","total_length","59331"
"2MH2SINX","1","string_cronbach","locations_cronbach.start","19982"
"2MH2SINX","2","string_cronbach","locations_cronbach.start","20917"
"2MH2SINX","3","string_cronbach","locations_cronbach.start","21649"
"2MH2SINX","4","string_cronbach","locations_cronbach.start","22390"
"2MH2SINX","1","string_cronbach","locations_cronbach.end","19993"
"2MH2SINX","2","string_cronbach","locations_cronbach.end","20928"
"2MH2SINX","3","string_cronbach","locations_cronbach.end","21660"
"2MH2SINX","4","string_cronbach","locations_cronbach.end","22401"
"2MH2SINX","1","string_cronbach","post_cronbach","α for the STAXI subscales at baseline were: Anger T"
"2MH2SINX","2","string_cronbach","post_cronbach","α = .83) at baseline. PT Personal feelings question"
"2MH2SINX","3","string_cronbach","post_cronbach","α at baseline was .79. M Taylor manifest anxiety sc"
"2MH2SINX","4","string_cronbach","post_cronbach","α at baseline was .73. Data Analysis A hierarchical"
