"doi","exemplar","type","key","value"
"ZFBM9PEQ","1","length","total_length","56542"
"ZFBM9PEQ","1","string_cronbach","locations_cronbach.start","16873"
"ZFBM9PEQ","2","string_cronbach","locations_cronbach.start","20040"
"ZFBM9PEQ","3","string_cronbach","locations_cronbach.start","21381"
"ZFBM9PEQ","1","string_cronbach","locations_cronbach.end","16888"
"ZFBM9PEQ","2","string_cronbach","locations_cronbach.end","20055"
"ZFBM9PEQ","3","string_cronbach","locations_cronbach.end","21396"
"ZFBM9PEQ","1","string_cronbach","post_cronbach","a did not report a method. in the current sample at"
"ZFBM9PEQ","2","string_cronbach","post_cronbach","a in the current sample .91 at follow-up. was .65 f"
"ZFBM9PEQ","3","string_cronbach","post_cronbach","a in the present it took to successfully contact so"
