"doi","exemplar","type","key","value"
"82PUILH2","1","length","total_length","87722"
"82PUILH2","1","string_cronbach","locations_cronbach.start","12839"
"82PUILH2","2","string_cronbach","locations_cronbach.start","13606"
"82PUILH2","3","string_cronbach","locations_cronbach.start","13740"
"82PUILH2","4","string_cronbach","locations_cronbach.start","19934"
"82PUILH2","5","string_cronbach","locations_cronbach.start","19957"
"82PUILH2","1","string_cronbach","locations_cronbach.end","12854"
"82PUILH2","2","string_cronbach","locations_cronbach.end","13617"
"82PUILH2","3","string_cronbach","locations_cronbach.end","13755"
"82PUILH2","4","string_cronbach","locations_cronbach.end","19945"
"82PUILH2","5","string_cronbach","locations_cronbach.end","19972"
"82PUILH2","1","string_cronbach","post_cronbach","a was recalculated for the com- agree). Items 2, 5,"
"82PUILH2","2","string_cronbach","post_cronbach","a = .8405) as struct (Kruglanski, 1989). Respondent"
"82PUILH2","3","string_cronbach","post_cronbach","a closure score is calculated by summing across eac"
"82PUILH2","4","string_cronbach","post_cronbach","a = .8413). Cronbach's alpha for each of the item f"
"82PUILH2","5","string_cronbach","post_cronbach","a for each of the item fell into three categories: "
