"doi","exemplar","type","key","value"
"LL4ZQNMR","1","length","total_length","73623"
"LL4ZQNMR","1","string_cronbach","locations_cronbach.start","18710"
"LL4ZQNMR","2","string_cronbach","locations_cronbach.start","20159"
"LL4ZQNMR","3","string_cronbach","locations_cronbach.start","21559"
"LL4ZQNMR","1","string_cronbach","locations_cronbach.end","18725"
"LL4ZQNMR","2","string_cronbach","locations_cronbach.end","20174"
"LL4ZQNMR","3","string_cronbach","locations_cronbach.end","21574"
"LL4ZQNMR","1","string_cronbach","post_cronbach","as ranging from 0.80 to 0.89 (Gámez et al., 2014). "
"LL4ZQNMR","2","string_cronbach","post_cronbach","a of introduction of an eco-map (diagram of social "
"LL4ZQNMR","3","string_cronbach","post_cronbach","a ranging from 0.82 to 0.87 duration of the program"
