"doi","exemplar","type","key","value"
"HDP4RIEC","1","length","total_length","76760"
"HDP4RIEC","1","string_cronbach","locations_cronbach.start","13286"
"HDP4RIEC","2","string_cronbach","locations_cronbach.start","13767"
"HDP4RIEC","3","string_cronbach","locations_cronbach.start","14137"
"HDP4RIEC","4","string_cronbach","locations_cronbach.start","31256"
"HDP4RIEC","5","string_cronbach","locations_cronbach.start","31581"
"HDP4RIEC","6","string_cronbach","locations_cronbach.start","31763"
"HDP4RIEC","7","string_cronbach","locations_cronbach.start","32030"
"HDP4RIEC","8","string_cronbach","locations_cronbach.start","32168"
"HDP4RIEC","9","string_cronbach","locations_cronbach.start","34909"
"HDP4RIEC","10","string_cronbach","locations_cronbach.start","34983"
"HDP4RIEC","11","string_cronbach","locations_cronbach.start","35059"
"HDP4RIEC","12","string_cronbach","locations_cronbach.start","35175"
"HDP4RIEC","13","string_cronbach","locations_cronbach.start","36661"
"HDP4RIEC","14","string_cronbach","locations_cronbach.start","36916"
"HDP4RIEC","15","string_cronbach","locations_cronbach.start","37046"
"HDP4RIEC","16","string_cronbach","locations_cronbach.start","37252"
"HDP4RIEC","17","string_cronbach","locations_cronbach.start","37455"
"HDP4RIEC","18","string_cronbach","locations_cronbach.start","43343"
"HDP4RIEC","1","string_cronbach","locations_cronbach.end","13301"
"HDP4RIEC","2","string_cronbach","locations_cronbach.end","13782"
"HDP4RIEC","3","string_cronbach","locations_cronbach.end","14152"
"HDP4RIEC","4","string_cronbach","locations_cronbach.end","31271"
"HDP4RIEC","5","string_cronbach","locations_cronbach.end","31596"
"HDP4RIEC","6","string_cronbach","locations_cronbach.end","31778"
"HDP4RIEC","7","string_cronbach","locations_cronbach.end","32045"
"HDP4RIEC","8","string_cronbach","locations_cronbach.end","32183"
"HDP4RIEC","9","string_cronbach","locations_cronbach.end","34924"
"HDP4RIEC","10","string_cronbach","locations_cronbach.end","34998"
"HDP4RIEC","11","string_cronbach","locations_cronbach.end","35074"
"HDP4RIEC","12","string_cronbach","locations_cronbach.end","35190"
"HDP4RIEC","13","string_cronbach","locations_cronbach.end","36676"
"HDP4RIEC","14","string_cronbach","locations_cronbach.end","36931"
"HDP4RIEC","15","string_cronbach","locations_cronbach.end","37061"
"HDP4RIEC","16","string_cronbach","locations_cronbach.end","37267"
"HDP4RIEC","17","string_cronbach","locations_cronbach.end","37470"
"HDP4RIEC","18","string_cronbach","locations_cronbach.end","43358"
"HDP4RIEC","1","string_cronbach","post_cronbach","a, meta-analysts must first AC determine the extent"
"HDP4RIEC","2","string_cronbach","post_cronbach","as across the retained studies nor is there justifi"
"HDP4RIEC","3","string_cronbach","post_cronbach","a cannot, such as consistency in responses over tim"
"HDP4RIEC","4","string_cronbach","post_cronbach","as of the SCARED for parent and child, the test-ret"
"HDP4RIEC","5","string_cronbach","post_cronbach","a of 0.50 would be needed T to drop the overall eff"
"HDP4RIEC","6","string_cronbach","post_cronbach","a of 0.50 would be needed to drop the CR overall ef"
"HDP4RIEC","7","string_cronbach","post_cronbach","a of 0.50 would be needed to drop the overall effec"
"HDP4RIEC","8","string_cronbach","post_cronbach","a of 0.50 would needed to drop the overall effect t"
"HDP4RIEC","9","string_cronbach","post_cronbach","a for only the total score, 5 of the studies report"
"HDP4RIEC","10","string_cronbach","post_cronbach","a for only the subscales, and 49 of the studies rep"
"HDP4RIEC","11","string_cronbach","post_cronbach","a for both the total score and the subscales. Table"
"HDP4RIEC","12","string_cronbach","post_cronbach","as for the overall score and subscales for the chil"
"HDP4RIEC","13","string_cronbach","post_cronbach","a levels on the child version subscales. PT The ScA"
"HDP4RIEC","14","string_cronbach","post_cronbach","a, a consensus suggests an alpha less than 0.70 is "
"HDP4RIEC","15","string_cronbach","post_cronbach","a needed to first be interpretable before one could"
"HDP4RIEC","16","string_cronbach","post_cronbach","a of at least 0.80 is preferred, especially if the "
"HDP4RIEC","17","string_cronbach","post_cronbach","a for the parent version of the SCARED suggested si"
"HDP4RIEC","18","string_cronbach","post_cronbach","a of 0.921 and 0.925, respectively. These results e"
