"doi","exemplar","type","key","value"
"9XBIB3QQ","1","length","total_length","65353"
"9XBIB3QQ","1","string_cronbach","locations_cronbach.start","21761"
"9XBIB3QQ","2","string_cronbach","locations_cronbach.start","22145"
"9XBIB3QQ","3","string_cronbach","locations_cronbach.start","22843"
"9XBIB3QQ","1","string_cronbach","locations_cronbach.end","21776"
"9XBIB3QQ","2","string_cronbach","locations_cronbach.end","22160"
"9XBIB3QQ","3","string_cronbach","locations_cronbach.end","22858"
"9XBIB3QQ","1","string_cronbach","post_cronbach","a of .759 with this measure. Semantic Differential "
"9XBIB3QQ","2","string_cronbach","post_cronbach","as obtained in the current study were .947 for nega"
"9XBIB3QQ","3","string_cronbach","post_cronbach","a of .868. IRAPs The IRAP is a computerized measure"
