"doi","exemplar","type","key","value"
"7R95F8U8","1","length","total_length","48864"
"7R95F8U8","1","string_cronbach","locations_cronbach.start","8660"
"7R95F8U8","2","string_cronbach","locations_cronbach.start","9238"
"7R95F8U8","3","string_cronbach","locations_cronbach.start","10538"
"7R95F8U8","4","string_cronbach","locations_cronbach.start","11132"
"7R95F8U8","5","string_cronbach","locations_cronbach.start","12040"
"7R95F8U8","6","string_cronbach","locations_cronbach.start","12187"
"7R95F8U8","1","string_cronbach","locations_cronbach.end","8675"
"7R95F8U8","2","string_cronbach","locations_cronbach.end","9253"
"7R95F8U8","3","string_cronbach","locations_cronbach.end","10553"
"7R95F8U8","4","string_cronbach","locations_cronbach.end","11147"
"7R95F8U8","5","string_cronbach","locations_cronbach.end","12055"
"7R95F8U8","6","string_cronbach","locations_cronbach.end","12202"
"7R95F8U8","1","string_cronbach","post_cronbach","a for the other OMMP factors was .94. uated over th"
"7R95F8U8","2","string_cronbach","post_cronbach","a coefﬁcients were .89 and .91, as well as the medi"
"7R95F8U8","3","string_cronbach","post_cronbach","a of the short version was.97. The Structured Clini"
"7R95F8U8","4","string_cronbach","post_cronbach","a coefﬁcient was.88. for a suicide attempt or for p"
"7R95F8U8","5","string_cronbach","post_cronbach","a. In the previous studies MSSA (n ¼53); those init"
"7R95F8U8","6","string_cronbach","post_cronbach","a was .94. R. Trakhtenbrot et al. / Journal of Affe"
