"doi","exemplar","type","key","value"
"YMQGDXJA","1","length","total_length","148816"
"YMQGDXJA","1","string_cronbach","locations_cronbach.start","31012"
"YMQGDXJA","2","string_cronbach","locations_cronbach.start","31048"
"YMQGDXJA","3","string_cronbach","locations_cronbach.start","45180"
"YMQGDXJA","4","string_cronbach","locations_cronbach.start","45216"
"YMQGDXJA","1","string_cronbach","locations_cronbach.end","31023"
"YMQGDXJA","2","string_cronbach","locations_cronbach.end","31059"
"YMQGDXJA","3","string_cronbach","locations_cronbach.end","45191"
"YMQGDXJA","4","string_cronbach","locations_cronbach.end","45227"
"YMQGDXJA","1","string_cronbach","post_cronbach","α attitudes scale = .62, Cronbach’s α associations "
"YMQGDXJA","2","string_cronbach","post_cronbach","α associations scale = .47), with higher scores ind"
"YMQGDXJA","3","string_cronbach","post_cronbach","α attitudes scale = .68, Cronbach’s α associations "
"YMQGDXJA","4","string_cronbach","post_cronbach","α associations scale = .48). NIH-PA Author Manuscri"
