"doi","exemplar","type","key","value"
"7CDXDMKB","1","length","total_length","23677"
"7CDXDMKB","1","string_cronbach","locations_cronbach.start","11228"
"7CDXDMKB","2","string_cronbach","locations_cronbach.start","17444"
"7CDXDMKB","3","string_cronbach","locations_cronbach.start","21622"
"7CDXDMKB","1","string_cronbach","locations_cronbach.end","11243"
"7CDXDMKB","2","string_cronbach","locations_cronbach.end","17459"
"7CDXDMKB","3","string_cronbach","locations_cronbach.end","21637"
"7CDXDMKB","1","string_cronbach","post_cronbach","a or the Spearman-Brown formula. To examine the bia"
"7CDXDMKB","2","string_cronbach","post_cronbach","a is an accurate estimate of reliability under rath"
"7CDXDMKB","3","string_cronbach","post_cronbach","a. Psychometrika 2009;74:107–20. 17. Revelle W, Zin"
