"doi","exemplar","type","key","value"
"F7PB4FT9","1","length","total_length","31487"
"F7PB4FT9","1","string_cronbach","locations_cronbach.start","3942"
"F7PB4FT9","2","string_cronbach","locations_cronbach.start","4031"
"F7PB4FT9","3","string_cronbach","locations_cronbach.start","4450"
"F7PB4FT9","4","string_cronbach","locations_cronbach.start","4742"
"F7PB4FT9","1","string_cronbach","locations_cronbach.end","3951"
"F7PB4FT9","2","string_cronbach","locations_cronbach.end","4040"
"F7PB4FT9","3","string_cronbach","locations_cronbach.end","4459"
"F7PB4FT9","4","string_cronbach","locations_cronbach.end","4751"
"F7PB4FT9","1","string_cronbach","post_cronbach","and Meehl (1955). In our experience, psychologists "
"F7PB4FT9","2","string_cronbach","post_cronbach","and Meehl (1955) give only one of many treatments o"
"F7PB4FT9","3","string_cronbach","post_cronbach","and Meehl. Some other brands of measurement theory "
"F7PB4FT9","4","string_cronbach","post_cronbach","and Meehl-the fundamental distinction between conce"
