"doi","exemplar","type","key","value"
"PHJFMZXY","1","length","total_length","40667"
"PHJFMZXY","1","string_cronbach","locations_cronbach.start","2202"
"PHJFMZXY","2","string_cronbach","locations_cronbach.start","13437"
"PHJFMZXY","3","string_cronbach","locations_cronbach.start","14211"
"PHJFMZXY","4","string_cronbach","locations_cronbach.start","14989"
"PHJFMZXY","5","string_cronbach","locations_cronbach.start","16450"
"PHJFMZXY","6","string_cronbach","locations_cronbach.start","16716"
"PHJFMZXY","7","string_cronbach","locations_cronbach.start","17319"
"PHJFMZXY","8","string_cronbach","locations_cronbach.start","17772"
"PHJFMZXY","9","string_cronbach","locations_cronbach.start","19797"
"PHJFMZXY","10","string_cronbach","locations_cronbach.start","20336"
"PHJFMZXY","11","string_cronbach","locations_cronbach.start","20553"
"PHJFMZXY","12","string_cronbach","locations_cronbach.start","23716"
"PHJFMZXY","13","string_cronbach","locations_cronbach.start","36126"
"PHJFMZXY","14","string_cronbach","locations_cronbach.start","37522"
"PHJFMZXY","1","string_cronbach","locations_cronbach.end","2217"
"PHJFMZXY","2","string_cronbach","locations_cronbach.end","13452"
"PHJFMZXY","3","string_cronbach","locations_cronbach.end","14226"
"PHJFMZXY","4","string_cronbach","locations_cronbach.end","15004"
"PHJFMZXY","5","string_cronbach","locations_cronbach.end","16465"
"PHJFMZXY","6","string_cronbach","locations_cronbach.end","16731"
"PHJFMZXY","7","string_cronbach","locations_cronbach.end","17334"
"PHJFMZXY","8","string_cronbach","locations_cronbach.end","17787"
"PHJFMZXY","9","string_cronbach","locations_cronbach.end","19812"
"PHJFMZXY","10","string_cronbach","locations_cronbach.end","20351"
"PHJFMZXY","11","string_cronbach","locations_cronbach.end","20568"
"PHJFMZXY","12","string_cronbach","locations_cronbach.end","23731"
"PHJFMZXY","13","string_cronbach","locations_cronbach.end","36141"
"PHJFMZXY","14","string_cronbach","locations_cronbach.end","37537"
"PHJFMZXY","1","string_cronbach","post_cronbach","a and test-retest were used to measure reliability."
"PHJFMZXY","2","string_cronbach","post_cronbach","a was 0.83. Wagnild and Young (1993) developed the "
"PHJFMZXY","3","string_cronbach","post_cronbach","a was 0.86. The SOC scale was developed with a focu"
"PHJFMZXY","4","string_cronbach","post_cronbach","a was 0.83. The 63-item ISS and the three other sca"
"PHJFMZXY","5","string_cronbach","post_cronbach","a if an item was deleted, factor loadings, particip"
"PHJFMZXY","6","string_cronbach","post_cronbach","a if the item was deleted (DeVellis, 2003), and fac"
"PHJFMZXY","7","string_cronbach","post_cronbach","a, and stability over time by a test-retest (n = 31"
"PHJFMZXY","8","string_cronbach","post_cronbach","a for the primary 63-item ISS was 0.92. Convergent "
"PHJFMZXY","9","string_cronbach","post_cronbach","a in the final ISS are shown in Table 4. Please ins"
"PHJFMZXY","10","string_cronbach","post_cronbach","a 12 for each of the factors was between 0.60 and 0"
"PHJFMZXY","11","string_cronbach","post_cronbach","a for the total final 20-item ISS was 0.86, which i"
"PHJFMZXY","12","string_cronbach","post_cronbach","a was adequate for both the 20-item ISS in total an"
"PHJFMZXY","13","string_cronbach","post_cronbach","a. Firmness Creativity Connectedness Flexibility 2 "
"PHJFMZXY","14","string_cronbach","post_cronbach","a .73 .82 .76 .60 1 The item number on the ISS and "
