"doi","exemplar","type","key","value"
"UASS4P9Y","1","length","total_length","82031"
"UASS4P9Y","1","string_cronbach","locations_cronbach.start","1750"
"UASS4P9Y","2","string_cronbach","locations_cronbach.start","22799"
"UASS4P9Y","3","string_cronbach","locations_cronbach.start","25687"
"UASS4P9Y","4","string_cronbach","locations_cronbach.start","27317"
"UASS4P9Y","5","string_cronbach","locations_cronbach.start","27556"
"UASS4P9Y","6","string_cronbach","locations_cronbach.start","29294"
"UASS4P9Y","7","string_cronbach","locations_cronbach.start","31593"
"UASS4P9Y","8","string_cronbach","locations_cronbach.start","32929"
"UASS4P9Y","9","string_cronbach","locations_cronbach.start","44392"
"UASS4P9Y","10","string_cronbach","locations_cronbach.start","70797"
"UASS4P9Y","1","string_cronbach","locations_cronbach.end","1759"
"UASS4P9Y","2","string_cronbach","locations_cronbach.end","22808"
"UASS4P9Y","3","string_cronbach","locations_cronbach.end","25696"
"UASS4P9Y","4","string_cronbach","locations_cronbach.end","27326"
"UASS4P9Y","5","string_cronbach","locations_cronbach.end","27565"
"UASS4P9Y","6","string_cronbach","locations_cronbach.end","29303"
"UASS4P9Y","7","string_cronbach","locations_cronbach.end","31602"
"UASS4P9Y","8","string_cronbach","locations_cronbach.end","32938"
"UASS4P9Y","9","string_cronbach","locations_cronbach.end","44401"
"UASS4P9Y","10","string_cronbach","locations_cronbach.end","70806"
"UASS4P9Y","1","string_cronbach","post_cronbach","and Meehl actions based on test scores are justifie"
"UASS4P9Y","2","string_cronbach","post_cronbach","and Meehl (1955) to put fetched to presume that suc"
"UASS4P9Y","3","string_cronbach","post_cronbach","and Meehl empirical and theoretical relations. In c"
"UASS4P9Y","4","string_cronbach","post_cronbach","and Meehl (1955) to see how circumstances, but this"
"UASS4P9Y","5","string_cronbach","post_cronbach","and Meehl’s article, one may compare Bechtold attri"
"UASS4P9Y","6","string_cronbach","post_cronbach","and Meehl (1955) did discuss the problem that nomo-"
"UASS4P9Y","7","string_cronbach","post_cronbach","and Meehl (1955), also noted by Borsboom et al. (20"
"UASS4P9Y","8","string_cronbach","post_cronbach","and Meehl (1955) tried to con- because the reintrod"
"UASS4P9Y","9","string_cronbach","post_cronbach","and Meehl’s (1955) introduction of construct validi"
"UASS4P9Y","10","string_cronbach","post_cronbach","and Meehl (1955) stated that “the interfere with th"
