"doi","exemplar","type","key","value"
"ZZQIGHJG","1","length","total_length","40394"
"ZZQIGHJG","1","string_cronbach","locations_cronbach.start","12268"
"ZZQIGHJG","2","string_cronbach","locations_cronbach.start","15143"
"ZZQIGHJG","3","string_cronbach","locations_cronbach.start","16389"
"ZZQIGHJG","1","string_cronbach","locations_cronbach.end","12283"
"ZZQIGHJG","2","string_cronbach","locations_cronbach.end","15158"
"ZZQIGHJG","3","string_cronbach","locations_cronbach.end","16404"
"ZZQIGHJG","1","string_cronbach","post_cronbach","a whether this episode was a suicide attempt. On ad"
"ZZQIGHJG","2","string_cronbach","post_cronbach","a for the present sample was very good (# "" .93). t"
"ZZQIGHJG","3","string_cronbach","post_cronbach","a for determine suicidal intent for three of the pa"
