"doi","exemplar","type","key","value"
"ZXFR29DN","1","length","total_length","64277"
"ZXFR29DN","1","string_cronbach","locations_cronbach.start","16211"
"ZXFR29DN","2","string_cronbach","locations_cronbach.start","17709"
"ZXFR29DN","3","string_cronbach","locations_cronbach.start","17830"
"ZXFR29DN","1","string_cronbach","locations_cronbach.end","16222"
"ZXFR29DN","2","string_cronbach","locations_cronbach.end","17720"
"ZXFR29DN","3","string_cronbach","locations_cronbach.end","17841"
"ZXFR29DN","1","string_cronbach","post_cronbach","a ¼ .91; based on original Social and Test Anxiety "
"ZXFR29DN","2","string_cronbach","post_cronbach","a ¼ .84 and .79, PASTA received ethical approval by"
"ZXFR29DN","3","string_cronbach","post_cronbach","a ¼ .84 and .80, respec- of the University Medical "
