"doi","exemplar","type","key","value"
"FILVLRSL","1","length","total_length","60292"
"FILVLRSL","1","string_cronbach","locations_cronbach.start","11002"
"FILVLRSL","2","string_cronbach","locations_cronbach.start","13901"
"FILVLRSL","3","string_cronbach","locations_cronbach.start","14697"
"FILVLRSL","4","string_cronbach","locations_cronbach.start","15406"
"FILVLRSL","5","string_cronbach","locations_cronbach.start","18421"
"FILVLRSL","1","string_cronbach","locations_cronbach.end","11017"
"FILVLRSL","2","string_cronbach","locations_cronbach.end","13916"
"FILVLRSL","3","string_cronbach","locations_cronbach.end","14712"
"FILVLRSL","4","string_cronbach","locations_cronbach.end","15421"
"FILVLRSL","5","string_cronbach","locations_cronbach.end","18434"
"FILVLRSL","1","string_cronbach","post_cronbach","as for the three sub- mean age was 18.84 (SD = .93)"
"FILVLRSL","2","string_cronbach","post_cronbach","a was .81 and .86 for the men and women, 8-item sub"
"FILVLRSL","3","string_cronbach","post_cronbach","as for the subscales in the in both clinical and no"
"FILVLRSL","4","string_cronbach","post_cronbach","as for the three sub- Roberti, & Roth, 2004). Respo"
"FILVLRSL","5","string_cronbach","post_cronbach","as are included in the parentheses on the diagonals"
