"doi","exemplar","type","key","value"
"VRSLMM3H","1","length","total_length","53133"
"VRSLMM3H","1","string_cronbach","locations_cronbach.start","12895"
"VRSLMM3H","2","string_cronbach","locations_cronbach.start","14299"
"VRSLMM3H","3","string_cronbach","locations_cronbach.start","16018"
"VRSLMM3H","1","string_cronbach","locations_cronbach.end","12906"
"VRSLMM3H","2","string_cronbach","locations_cronbach.end","14314"
"VRSLMM3H","3","string_cronbach","locations_cronbach.end","16029"
"VRSLMM3H","1","string_cronbach","post_cronbach","al- formance. The present study was different from "
"VRSLMM3H","2","string_cronbach","post_cronbach","a=.90-.91 (Spielberger et al. 1983). Internal uli ("
"VRSLMM3H","3","string_cronbach","post_cronbach","appeared on the screen to prompt the participant fo"
