"doi","exemplar","type","key","value"
"GA6CJJ6U","1","length","total_length","80006"
"GA6CJJ6U","1","string_cronbach","locations_cronbach.start","23448"
"GA6CJJ6U","2","string_cronbach","locations_cronbach.start","24211"
"GA6CJJ6U","3","string_cronbach","locations_cronbach.start","24590"
"GA6CJJ6U","1","string_cronbach","locations_cronbach.end","23463"
"GA6CJJ6U","2","string_cronbach","locations_cronbach.end","24226"
"GA6CJJ6U","3","string_cronbach","locations_cronbach.end","24605"
"GA6CJJ6U","1","string_cronbach","post_cronbach","a, difficulties in completing the START Strength an"
"GA6CJJ6U","2","string_cronbach","post_cronbach","a values greater than .80, MIC the START’s clinical"
"GA6CJJ6U","3","string_cronbach","post_cronbach","a for the Strength and Vulnerability The perceived "
