"doi","exemplar","type","key","value"
"VRYFL8WW","1","length","total_length","82881"
"VRYFL8WW","1","string_cronbach","locations_cronbach.start","32244"
"VRYFL8WW","2","string_cronbach","locations_cronbach.start","41264"
"VRYFL8WW","3","string_cronbach","locations_cronbach.start","42462"
"VRYFL8WW","4","string_cronbach","locations_cronbach.start","42633"
"VRYFL8WW","5","string_cronbach","locations_cronbach.start","79709"
"VRYFL8WW","1","string_cronbach","locations_cronbach.end","32259"
"VRYFL8WW","2","string_cronbach","locations_cronbach.end","41279"
"VRYFL8WW","3","string_cronbach","locations_cronbach.end","42477"
"VRYFL8WW","4","string_cronbach","locations_cronbach.end","42648"
"VRYFL8WW","5","string_cronbach","locations_cronbach.end","79724"
"VRYFL8WW","1","string_cronbach","post_cronbach","a for self-report data, but this sta- variance, whe"
"VRYFL8WW","2","string_cronbach","post_cronbach","a, yet many of estimates tend to be unstable. For e"
"VRYFL8WW","3","string_cronbach","post_cronbach","a derived with to provide a more stable estimate of"
"VRYFL8WW","4","string_cronbach","post_cronbach","a can be one bins by trial number, then the stimuli"
"VRYFL8WW","5","string_cronbach","post_cronbach","a. Psychometrika, 74, ware]. Retrieved from https:/"
