"doi","exemplar","type","key","value"
"WZNNE5GU","1","length","total_length","60303"
"WZNNE5GU","1","string_cronbach","locations_cronbach.start","17824"
"WZNNE5GU","2","string_cronbach","locations_cronbach.start","28022"
"WZNNE5GU","3","string_cronbach","locations_cronbach.start","33797"
"WZNNE5GU","4","string_cronbach","locations_cronbach.start","35872"
"WZNNE5GU","5","string_cronbach","locations_cronbach.start","40383"
"WZNNE5GU","1","string_cronbach","locations_cronbach.end","17835"
"WZNNE5GU","2","string_cronbach","locations_cronbach.end","28033"
"WZNNE5GU","3","string_cronbach","locations_cronbach.end","33808"
"WZNNE5GU","4","string_cronbach","locations_cronbach.end","35883"
"WZNNE5GU","5","string_cronbach","locations_cronbach.end","40394"
"WZNNE5GU","1","string_cronbach","post_cronbach","αs = .65 for post- current investigation, there was"
"WZNNE5GU","2","string_cronbach","post_cronbach","α = .67 and .75, Positive 0.59 2.05 0.63 1.69 respe"
"WZNNE5GU","3","string_cronbach","post_cronbach","α = .77 and .72, respectively). The main goal of Ex"
"WZNNE5GU","4","string_cronbach","post_cronbach","α = .72 and .77, respectively). Western Ontario wer"
"WZNNE5GU","5","string_cronbach","post_cronbach","α = .65 and .57, respectively). Submitted to a 2 (U"
