"doi","exemplar","type","key","value"
"CFLXJDNP","1","length","total_length","49111"
"CFLXJDNP","1","string_cronbach","locations_cronbach.start","11877"
"CFLXJDNP","2","string_cronbach","locations_cronbach.start","13101"
"CFLXJDNP","3","string_cronbach","locations_cronbach.start","15732"
"CFLXJDNP","1","string_cronbach","locations_cronbach.end","11888"
"CFLXJDNP","2","string_cronbach","locations_cronbach.end","13112"
"CFLXJDNP","3","string_cronbach","locations_cronbach.end","15743"
"CFLXJDNP","1","string_cronbach","post_cronbach","α = .91). develop a contextual behavioral science ("
"CFLXJDNP","2","string_cronbach","post_cronbach","α = .95). 160 B.A. Gaudiano et al. Journal of Conte"
"CFLXJDNP","3","string_cronbach","post_cronbach","α = Due to an initial survey programming error, dem"
