"doi","exemplar","type","key","value"
"LQ4UZAF8","1","length","total_length","75173"
"LQ4UZAF8","1","string_cronbach","locations_cronbach.start","23696"
"LQ4UZAF8","2","string_cronbach","locations_cronbach.start","24014"
"LQ4UZAF8","3","string_cronbach","locations_cronbach.start","28013"
"LQ4UZAF8","4","string_cronbach","locations_cronbach.start","29748"
"LQ4UZAF8","5","string_cronbach","locations_cronbach.start","30838"
"LQ4UZAF8","6","string_cronbach","locations_cronbach.start","31713"
"LQ4UZAF8","1","string_cronbach","locations_cronbach.end","23707"
"LQ4UZAF8","2","string_cronbach","locations_cronbach.end","24025"
"LQ4UZAF8","3","string_cronbach","locations_cronbach.end","28024"
"LQ4UZAF8","4","string_cronbach","locations_cronbach.end","29759"
"LQ4UZAF8","5","string_cronbach","locations_cronbach.end","30849"
"LQ4UZAF8","6","string_cronbach","locations_cronbach.end","31724"
"LQ4UZAF8","1","string_cronbach","post_cronbach","α for the ﬁnal 6-item scale was .86 in both on thes"
"LQ4UZAF8","2","string_cronbach","post_cronbach","α were Single-Item Scales .88, .85, and .85 for Adh"
"LQ4UZAF8","3","string_cronbach","post_cronbach","α were .88 and .87 for Alliance lowing procedures d"
"LQ4UZAF8","4","string_cronbach","post_cronbach","α was .87. Svetina, 2017). In both studies, IRT ana"
"LQ4UZAF8","5","string_cronbach","post_cronbach","α wide because this type of curve indicates that a "
"LQ4UZAF8","6","string_cronbach","post_cronbach","α was .92. and minus one standard deviation from th"
