"doi","exemplar","type","key","value"
"X68UTXID","1","length","total_length","71879"
"X68UTXID","1","string_cronbach","locations_cronbach.start","20192"
"X68UTXID","2","string_cronbach","locations_cronbach.start","20423"
"X68UTXID","3","string_cronbach","locations_cronbach.start","20786"
"X68UTXID","4","string_cronbach","locations_cronbach.start","24047"
"X68UTXID","1","string_cronbach","locations_cronbach.end","20203"
"X68UTXID","2","string_cronbach","locations_cronbach.end","20434"
"X68UTXID","3","string_cronbach","locations_cronbach.end","20797"
"X68UTXID","4","string_cronbach","locations_cronbach.end","24062"
"X68UTXID","1","string_cronbach","post_cronbach","α=.93; Neff, 2003). The internal BHardly Ever,^ BSo"
"X68UTXID","2","string_cronbach","post_cronbach","α=.92. The Portuguese version of SCS has haviors (i"
"X68UTXID","3","string_cronbach","post_cronbach","α=.89 for the total score (Castilho & Pinto- people"
"X68UTXID","4","string_cronbach","post_cronbach","a ranges from BFacebook makes me feel^ and BStudyin"
