"doi","exemplar","type","key","value"
"EBWI6TT8","1","length","total_length","62459"
"EBWI6TT8","1","string_cronbach","locations_cronbach.start","16313"
"EBWI6TT8","2","string_cronbach","locations_cronbach.start","20891"
"EBWI6TT8","3","string_cronbach","locations_cronbach.start","27061"
"EBWI6TT8","4","string_cronbach","locations_cronbach.start","27133"
"EBWI6TT8","1","string_cronbach","locations_cronbach.end","16326"
"EBWI6TT8","2","string_cronbach","locations_cronbach.end","20906"
"EBWI6TT8","3","string_cronbach","locations_cronbach.end","27076"
"EBWI6TT8","4","string_cronbach","locations_cronbach.end","27148"
"EBWI6TT8","1","string_cronbach","post_cronbach","a scores above .90 on all sections), discriminant a"
"EBWI6TT8","2","string_cronbach","post_cronbach","a scores were used to assess internal con- sistency"
"EBWI6TT8","3","string_cronbach","post_cronbach","a equal to .87. In addition, there was no improveme"
"EBWI6TT8","4","string_cronbach","post_cronbach","a score for the scale with the removal of any indiv"
