"doi","exemplar","type","key","value"
"VPG35522","1","length","total_length","65144"
"VPG35522","1","string_cronbach","locations_cronbach.start","6203"
"VPG35522","2","string_cronbach","locations_cronbach.start","14530"
"VPG35522","3","string_cronbach","locations_cronbach.start","15336"
"VPG35522","4","string_cronbach","locations_cronbach.start","15484"
"VPG35522","5","string_cronbach","locations_cronbach.start","17996"
"VPG35522","6","string_cronbach","locations_cronbach.start","21337"
"VPG35522","7","string_cronbach","locations_cronbach.start","21404"
"VPG35522","8","string_cronbach","locations_cronbach.start","26198"
"VPG35522","1","string_cronbach","locations_cronbach.end","6218"
"VPG35522","2","string_cronbach","locations_cronbach.end","14545"
"VPG35522","3","string_cronbach","locations_cronbach.end","15351"
"VPG35522","4","string_cronbach","locations_cronbach.end","15499"
"VPG35522","5","string_cronbach","locations_cronbach.end","18011"
"VPG35522","6","string_cronbach","locations_cronbach.end","21352"
"VPG35522","7","string_cronbach","locations_cronbach.end","21419"
"VPG35522","8","string_cronbach","locations_cronbach.end","26213"
"VPG35522","1","string_cronbach","post_cronbach","a includes analyses of the reliability and the cons"
"VPG35522","2","string_cronbach","post_cronbach","a coeﬃcients ob- The French AAQ-II (Monestès, Villa"
"VPG35522","3","string_cronbach","post_cronbach","a of the total scale in this study was .88. severit"
"VPG35522","4","string_cronbach","post_cronbach","a ranging from .76 to .87 and test-retest 2.3.6. Pa"
"VPG35522","5","string_cronbach","post_cronbach","a = McCracken, Vowles, & Eccleston, 2004) is an 8-i"
"VPG35522","6","string_cronbach","post_cronbach","a of .87 (Trompetter et al., 2014; Wicksell et al.,"
"VPG35522","7","string_cronbach","post_cronbach","a of .93 for the total scale (Henry & Crawford, 200"
"VPG35522","8","string_cronbach","post_cronbach","a estimates for the total scale, the VP and (PIPS a"
