"doi","exemplar","type","key","value"
"MBBSDQM9","1","length","total_length","51699"
"MBBSDQM9","1","string_cronbach","locations_cronbach.start","250"
"MBBSDQM9","2","string_cronbach","locations_cronbach.start","1009"
"MBBSDQM9","3","string_cronbach","locations_cronbach.start","2880"
"MBBSDQM9","4","string_cronbach","locations_cronbach.start","3281"
"MBBSDQM9","5","string_cronbach","locations_cronbach.start","4892"
"MBBSDQM9","6","string_cronbach","locations_cronbach.start","22966"
"MBBSDQM9","7","string_cronbach","locations_cronbach.start","23162"
"MBBSDQM9","8","string_cronbach","locations_cronbach.start","44466"
"MBBSDQM9","9","string_cronbach","locations_cronbach.start","47864"
"MBBSDQM9","10","string_cronbach","locations_cronbach.start","51503"
"MBBSDQM9","1","string_cronbach","locations_cronbach.end","265"
"MBBSDQM9","2","string_cronbach","locations_cronbach.end","1024"
"MBBSDQM9","3","string_cronbach","locations_cronbach.end","2895"
"MBBSDQM9","4","string_cronbach","locations_cronbach.end","3296"
"MBBSDQM9","5","string_cronbach","locations_cronbach.end","4907"
"MBBSDQM9","6","string_cronbach","locations_cronbach.end","22981"
"MBBSDQM9","7","string_cronbach","locations_cronbach.end","23171"
"MBBSDQM9","8","string_cronbach","locations_cronbach.end","44481"
"MBBSDQM9","9","string_cronbach","locations_cronbach.end","47879"
"MBBSDQM9","10","string_cronbach","locations_cronbach.end","51514"
"MBBSDQM9","1","string_cronbach","post_cronbach","a as a reliability estimate and as a measure of int"
"MBBSDQM9","2","string_cronbach","post_cronbach","a, internal consistency, reliability, unidimensiona"
"MBBSDQM9","3","string_cronbach","post_cronbach","a, and to provide alternatives. This paper is also "
"MBBSDQM9","4","string_cronbach","post_cronbach","a are discussed. Second, the definitions of test sc"
"MBBSDQM9","5","string_cronbach","post_cronbach","a. To avoid misunderstandings, Cronbach (1951) hims"
"MBBSDQM9","6","string_cronbach","post_cronbach","a; the author) gives a lower bound to the “true rel"
"MBBSDQM9","7","string_cronbach","post_cronbach","as it is nowadays and, instead, much of Cronbach’s "
"MBBSDQM9","8","string_cronbach","post_cronbach","a—that pushes 1. More generally, it is recommended "
"MBBSDQM9","9","string_cronbach","post_cronbach","a with Gaussian data and general covariance. Psycho"
"MBBSDQM9","10","string_cronbach","post_cronbach","α, Revelle’s β, and McDonald’s ωH : their relations"
