"doi","exemplar","type","key","value"
"Z7QGBSSA","1","length","total_length","69682"
"Z7QGBSSA","1","string_cronbach","locations_cronbach.start","19890"
"Z7QGBSSA","2","string_cronbach","locations_cronbach.start","20798"
"Z7QGBSSA","3","string_cronbach","locations_cronbach.start","21601"
"Z7QGBSSA","4","string_cronbach","locations_cronbach.start","22788"
"Z7QGBSSA","5","string_cronbach","locations_cronbach.start","24837"
"Z7QGBSSA","1","string_cronbach","locations_cronbach.end","19905"
"Z7QGBSSA","2","string_cronbach","locations_cronbach.end","20813"
"Z7QGBSSA","3","string_cronbach","locations_cronbach.end","21616"
"Z7QGBSSA","4","string_cronbach","locations_cronbach.end","22803"
"Z7QGBSSA","5","string_cronbach","locations_cronbach.end","24852"
"Z7QGBSSA","1","string_cronbach","post_cronbach","a of .94). The mean score in a Colombian nonclinica"
"Z7QGBSSA","2","string_cronbach","post_cronbach","a of .74). The mean score for Brooding in a Colombi"
"Z7QGBSSA","3","string_cronbach","post_cronbach","a of .89; Ruiz, Suárez Falcón, & Riaño Hernández, i"
"Z7QGBSSA","4","string_cronbach","post_cronbach","a in a sample of undergraduates (N= 762) was .88, a"
"Z7QGBSSA","5","string_cronbach","post_cronbach","a of .91 in general population; Ruiz, Suárez Falcón"
