"doi","exemplar","type","key","value"
"ALHR9UUJ","1","length","total_length","339799"
"ALHR9UUJ","1","string_cronbach","locations_cronbach.start","89408"
"ALHR9UUJ","2","string_cronbach","locations_cronbach.start","124276"
"ALHR9UUJ","3","string_cronbach","locations_cronbach.start","124920"
"ALHR9UUJ","4","string_cronbach","locations_cronbach.start","170920"
"ALHR9UUJ","5","string_cronbach","locations_cronbach.start","171493"
"ALHR9UUJ","6","string_cronbach","locations_cronbach.start","171551"
"ALHR9UUJ","7","string_cronbach","locations_cronbach.start","171590"
"ALHR9UUJ","8","string_cronbach","locations_cronbach.start","184039"
"ALHR9UUJ","9","string_cronbach","locations_cronbach.start","184088"
"ALHR9UUJ","10","string_cronbach","locations_cronbach.start","223655"
"ALHR9UUJ","1","string_cronbach","locations_cronbach.end","89423"
"ALHR9UUJ","2","string_cronbach","locations_cronbach.end","124291"
"ALHR9UUJ","3","string_cronbach","locations_cronbach.end","124935"
"ALHR9UUJ","4","string_cronbach","locations_cronbach.end","170935"
"ALHR9UUJ","5","string_cronbach","locations_cronbach.end","171508"
"ALHR9UUJ","6","string_cronbach","locations_cronbach.end","171566"
"ALHR9UUJ","7","string_cronbach","locations_cronbach.end","171605"
"ALHR9UUJ","8","string_cronbach","locations_cronbach.end","184054"
"ALHR9UUJ","9","string_cronbach","locations_cronbach.end","184103"
"ALHR9UUJ","10","string_cronbach","locations_cronbach.end","223670"
"ALHR9UUJ","1","string_cronbach","post_cronbach","a of .87. The inter-item correlations (the items me"
"ALHR9UUJ","2","string_cronbach","post_cronbach","a = .92 in a non-clinical sample (Szymanski and O’D"
"ALHR9UUJ","3","string_cronbach","post_cronbach","a = .90-.91 (Spielberger et al., 1983). Internal co"
"ALHR9UUJ","4","string_cronbach","post_cronbach","a = .90 - .95) (Henry & Crawford, 2005). Padua Inve"
"ALHR9UUJ","5","string_cronbach","post_cronbach","a ≥ .84) and test-retest reliability at 3 (Cronbach"
"ALHR9UUJ","6","string_cronbach","post_cronbach","a = .81) and 12 months (Cronbach’s alpha =.79). Dis"
"ALHR9UUJ","7","string_cronbach","post_cronbach","a =.79). Disgust Scale-Revised (DS-R; Haidt et al.,"
"ALHR9UUJ","8","string_cronbach","post_cronbach","a for the present sample was .93. Cronbach’s alphas"
"ALHR9UUJ","9","string_cronbach","post_cronbach","as for the present sample was .93. Depression, Anxi"
"ALHR9UUJ","10","string_cronbach","post_cronbach","as >. 71) and good test-retest reliability for both"
