"doi","exemplar","type","key","value"
"BZD497QA","1","length","total_length","42192"
"BZD497QA","1","string_cronbach","locations_cronbach.start","8083"
"BZD497QA","2","string_cronbach","locations_cronbach.start","14342"
"BZD497QA","3","string_cronbach","locations_cronbach.start","18676"
"BZD497QA","4","string_cronbach","locations_cronbach.start","19737"
"BZD497QA","5","string_cronbach","locations_cronbach.start","23716"
"BZD497QA","1","string_cronbach","locations_cronbach.end","8098"
"BZD497QA","2","string_cronbach","locations_cronbach.end","14357"
"BZD497QA","3","string_cronbach","locations_cronbach.end","18685"
"BZD497QA","4","string_cronbach","locations_cronbach.end","19752"
"BZD497QA","5","string_cronbach","locations_cronbach.end","23731"
"BZD497QA","1","string_cronbach","post_cronbach","a coeﬃcient=.88) and a unifactorial struc- equivale"
"BZD497QA","2","string_cronbach","post_cronbach","a=.81). % female 79.7 67.8 75.8 Anxiety Sensitivity"
"BZD497QA","3","string_cronbach","post_cronbach","α values ranging between .84 and .91 (Mystakidou et"
"BZD497QA","4","string_cronbach","post_cronbach","a > .87). correlated with AAQ-II score in either th"
"BZD497QA","5","string_cronbach","post_cronbach","a was item intercepts were constrained to be equal,"
