"doi","exemplar","type","key","value"
"U6AHIAL5","1","length","total_length","77348"
"U6AHIAL5","1","string_cronbach","locations_cronbach.start","27107"
"U6AHIAL5","2","string_cronbach","locations_cronbach.start","28967"
"U6AHIAL5","3","string_cronbach","locations_cronbach.start","30524"
"U6AHIAL5","4","string_cronbach","locations_cronbach.start","30758"
"U6AHIAL5","1","string_cronbach","locations_cronbach.end","27122"
"U6AHIAL5","2","string_cronbach","locations_cronbach.end","28982"
"U6AHIAL5","3","string_cronbach","locations_cronbach.end","30535"
"U6AHIAL5","4","string_cronbach","locations_cronbach.end","30773"
"U6AHIAL5","1","string_cronbach","post_cronbach","a (.75) from Poznanski & Mokros, 1996) Petts et al."
"U6AHIAL5","2","string_cronbach","post_cronbach","a from a child and priori as a decrease of 11 point"
"U6AHIAL5","3","string_cronbach","post_cronbach","α=.86; Shirk et al., 2008). This SD of 12.74 and an"
"U6AHIAL5","4","string_cronbach","post_cronbach","a (.92) from Steer et al. 2.4. Procedure (1998). Th"
