"doi","exemplar","type","key","value"
"G8IT2LTX","1","length","total_length","57237"
"G8IT2LTX","1","string_cronbach","locations_cronbach.start","19709"
"G8IT2LTX","2","string_cronbach","locations_cronbach.start","20685"
"G8IT2LTX","3","string_cronbach","locations_cronbach.start","21691"
"G8IT2LTX","4","string_cronbach","locations_cronbach.start","22644"
"G8IT2LTX","5","string_cronbach","locations_cronbach.start","22683"
"G8IT2LTX","6","string_cronbach","locations_cronbach.start","22919"
"G8IT2LTX","7","string_cronbach","locations_cronbach.start","23756"
"G8IT2LTX","8","string_cronbach","locations_cronbach.start","25265"
"G8IT2LTX","9","string_cronbach","locations_cronbach.start","26207"
"G8IT2LTX","10","string_cronbach","locations_cronbach.start","27509"
"G8IT2LTX","11","string_cronbach","locations_cronbach.start","28450"
"G8IT2LTX","12","string_cronbach","locations_cronbach.start","29399"
"G8IT2LTX","1","string_cronbach","locations_cronbach.end","19720"
"G8IT2LTX","2","string_cronbach","locations_cronbach.end","20696"
"G8IT2LTX","3","string_cronbach","locations_cronbach.end","21702"
"G8IT2LTX","4","string_cronbach","locations_cronbach.end","22655"
"G8IT2LTX","5","string_cronbach","locations_cronbach.end","22694"
"G8IT2LTX","6","string_cronbach","locations_cronbach.end","22930"
"G8IT2LTX","7","string_cronbach","locations_cronbach.end","23767"
"G8IT2LTX","8","string_cronbach","locations_cronbach.end","25276"
"G8IT2LTX","9","string_cronbach","locations_cronbach.end","26218"
"G8IT2LTX","10","string_cronbach","locations_cronbach.end","27520"
"G8IT2LTX","11","string_cronbach","locations_cronbach.end","28461"
"G8IT2LTX","12","string_cronbach","locations_cronbach.end","29410"
"G8IT2LTX","1","string_cronbach","post_cronbach","α in the (M = 92.58; SD = 11.08). Open-ended questi"
"G8IT2LTX","2","string_cronbach","post_cronbach","α in the present study straints (if using the DART "
"G8IT2LTX","3","string_cronbach","post_cronbach","α in the among participants in two settings (i.e., "
"G8IT2LTX","4","string_cronbach","post_cronbach","α for internal consistency (Cronbach’s α for Depres"
"G8IT2LTX","5","string_cronbach","post_cronbach","α for Depression scale = 0.95 and the Avoidance Alo"
"G8IT2LTX","6","string_cronbach","post_cronbach","α for the Depression and Anxiety scales was 0.92 ti"
"G8IT2LTX","7","string_cronbach","post_cronbach","α in the present study was 0.87. supervision was al"
"G8IT2LTX","8","string_cronbach","post_cronbach","α in the present study was 0.94. second interview h"
"G8IT2LTX","9","string_cronbach","post_cronbach","α in the present study was 0.93. All interviewers w"
"G8IT2LTX","10","string_cronbach","post_cronbach","α Table 2). Interviewers conducting follow-up inter"
"G8IT2LTX","11","string_cronbach","post_cronbach","α in the present study was 0.94. psychology graduat"
"G8IT2LTX","12","string_cronbach","post_cronbach","α = 0.95). of between-group t-tests was conducted r"
