"doi","exemplar","type","key","value"
"SE3AIB4F","1","length","total_length","52330"
"SE3AIB4F","1","string_cronbach","locations_cronbach.start","29485"
"SE3AIB4F","2","string_cronbach","locations_cronbach.start","31380"
"SE3AIB4F","3","string_cronbach","locations_cronbach.start","35048"
"SE3AIB4F","4","string_cronbach","locations_cronbach.start","44527"
"SE3AIB4F","1","string_cronbach","locations_cronbach.end","29496"
"SE3AIB4F","2","string_cronbach","locations_cronbach.end","31395"
"SE3AIB4F","3","string_cronbach","locations_cronbach.end","35062"
"SE3AIB4F","4","string_cronbach","locations_cronbach.end","44541"
"SE3AIB4F","1","string_cronbach","post_cronbach","a, 3) MDE: prevalence of MDE and 4) GAD: prevalence"
"SE3AIB4F","2","string_cronbach","post_cronbach","a of .78(.005) Theory (IRT) models that are often u"
"SE3AIB4F","3","string_cronbach","post_cronbach","a. worried about multiple events, and failure to co"
"SE3AIB4F","4","string_cronbach","post_cronbach","a. Densities of networks resulting from original (r"
