"doi","exemplar","type","key","value"
"JY3L5QCP","1","length","total_length","77871"
"JY3L5QCP","1","string_cronbach","locations_cronbach.start","25575"
"JY3L5QCP","2","string_cronbach","locations_cronbach.start","25711"
"JY3L5QCP","3","string_cronbach","locations_cronbach.start","26036"
"JY3L5QCP","1","string_cronbach","locations_cronbach.end","25590"
"JY3L5QCP","2","string_cronbach","locations_cronbach.end","25726"
"JY3L5QCP","3","string_cronbach","locations_cronbach.end","26051"
"JY3L5QCP","1","string_cronbach","post_cronbach","a values. Overall, all studies found adequate inter"
"JY3L5QCP","2","string_cronbach","post_cronbach","a values were: 0.72 (range: 0.62‒0.89) for the depr"
"JY3L5QCP","3","string_cronbach","post_cronbach","a coefficients were 0.73 (0.72‒0.81) for the depres"
