"doi","exemplar","type","key","value"
"2JKBSY5A","1","length","total_length","74367"
"2JKBSY5A","1","string_cronbach","locations_cronbach.start","30771"
"2JKBSY5A","2","string_cronbach","locations_cronbach.start","30875"
"2JKBSY5A","3","string_cronbach","locations_cronbach.start","41339"
"2JKBSY5A","1","string_cronbach","locations_cronbach.end","30786"
"2JKBSY5A","2","string_cronbach","locations_cronbach.end","30890"
"2JKBSY5A","3","string_cronbach","locations_cronbach.end","41354"
"2JKBSY5A","1","string_cronbach","post_cronbach","a = .45), but weak and nonsignificant for the priva"
"2JKBSY5A","2","string_cronbach","post_cronbach","a = .24). Explicit Measures The overall mean scores"
"2JKBSY5A","3","string_cronbach","post_cronbach","a = .81) and was almost twice that of the public 3-"
