"doi","exemplar","type","key","value"
"H7SYE4RR","1","length","total_length","32852"
"H7SYE4RR","1","string_cronbach","locations_cronbach.start","10309"
"H7SYE4RR","2","string_cronbach","locations_cronbach.start","19223"
"H7SYE4RR","3","string_cronbach","locations_cronbach.start","31109"
"H7SYE4RR","4","string_cronbach","locations_cronbach.start","32233"
"H7SYE4RR","1","string_cronbach","locations_cronbach.end","10320"
"H7SYE4RR","2","string_cronbach","locations_cronbach.end","19232"
"H7SYE4RR","3","string_cronbach","locations_cronbach.end","31124"
"H7SYE4RR","4","string_cronbach","locations_cronbach.end","32244"
"H7SYE4RR","1","string_cronbach","post_cronbach","α VX −tr(VX ) n(n−1) nλ1 n tr(V)x n Vx − tr(Vx ) λ3"
"H7SYE4RR","2","string_cronbach","post_cronbach","and Shavelson (2004). The examples of varying the f"
"H7SYE4RR","3","string_cronbach","post_cronbach","a. Psychometrika. Spearman, C. (1904). The proof an"
"H7SYE4RR","4","string_cronbach","post_cronbach","α, Revelle’s β, and McDonald’s ωH : Their relations"
