"doi","exemplar","type","key","value"
"9G4CDAAR","1","length","total_length","50574"
"9G4CDAAR","1","string_cronbach","locations_cronbach.start","2384"
"9G4CDAAR","2","string_cronbach","locations_cronbach.start","3626"
"9G4CDAAR","3","string_cronbach","locations_cronbach.start","6459"
"9G4CDAAR","4","string_cronbach","locations_cronbach.start","16043"
"9G4CDAAR","5","string_cronbach","locations_cronbach.start","26208"
"9G4CDAAR","6","string_cronbach","locations_cronbach.start","35255"
"9G4CDAAR","1","string_cronbach","locations_cronbach.end","2399"
"9G4CDAAR","2","string_cronbach","locations_cronbach.end","3641"
"9G4CDAAR","3","string_cronbach","locations_cronbach.end","6474"
"9G4CDAAR","4","string_cronbach","locations_cronbach.end","16058"
"9G4CDAAR","5","string_cronbach","locations_cronbach.end","26223"
"9G4CDAAR","6","string_cronbach","locations_cronbach.end","35270"
"9G4CDAAR","1","string_cronbach","post_cronbach","a, they are said to exhibit high internal reliabili"
"9G4CDAAR","2","string_cronbach","post_cronbach","a should be examined only after a multiple-item mea"
"9G4CDAAR","3","string_cronbach","post_cronbach","a in scale development is evaluating measures for t"
"9G4CDAAR","4","string_cronbach","post_cronbach","a to assess scale 10 CONCURRENT & PREDICTIVE VALIDI"
"9G4CDAAR","5","string_cronbach","post_cronbach","a, a common measure of internal consistency, cannot"
"9G4CDAAR","6","string_cronbach","post_cronbach","a for single items, there are other metrics of reli"
