"doi","exemplar","type","key","value"
"M7Q2JZLX","1","length","total_length","51699"
"M7Q2JZLX","1","string_cronbach","locations_cronbach.start","250"
"M7Q2JZLX","2","string_cronbach","locations_cronbach.start","1009"
"M7Q2JZLX","3","string_cronbach","locations_cronbach.start","2880"
"M7Q2JZLX","4","string_cronbach","locations_cronbach.start","3281"
"M7Q2JZLX","5","string_cronbach","locations_cronbach.start","4892"
"M7Q2JZLX","6","string_cronbach","locations_cronbach.start","22966"
"M7Q2JZLX","7","string_cronbach","locations_cronbach.start","23162"
"M7Q2JZLX","8","string_cronbach","locations_cronbach.start","44466"
"M7Q2JZLX","9","string_cronbach","locations_cronbach.start","47864"
"M7Q2JZLX","10","string_cronbach","locations_cronbach.start","51503"
"M7Q2JZLX","1","string_cronbach","locations_cronbach.end","265"
"M7Q2JZLX","2","string_cronbach","locations_cronbach.end","1024"
"M7Q2JZLX","3","string_cronbach","locations_cronbach.end","2895"
"M7Q2JZLX","4","string_cronbach","locations_cronbach.end","3296"
"M7Q2JZLX","5","string_cronbach","locations_cronbach.end","4907"
"M7Q2JZLX","6","string_cronbach","locations_cronbach.end","22981"
"M7Q2JZLX","7","string_cronbach","locations_cronbach.end","23171"
"M7Q2JZLX","8","string_cronbach","locations_cronbach.end","44481"
"M7Q2JZLX","9","string_cronbach","locations_cronbach.end","47879"
"M7Q2JZLX","10","string_cronbach","locations_cronbach.end","51514"
"M7Q2JZLX","1","string_cronbach","post_cronbach","a as a reliability estimate and as a measure of int"
"M7Q2JZLX","2","string_cronbach","post_cronbach","a, internal consistency, reliability, unidimensiona"
"M7Q2JZLX","3","string_cronbach","post_cronbach","a, and to provide alternatives. This paper is also "
"M7Q2JZLX","4","string_cronbach","post_cronbach","a are discussed. Second, the definitions of test sc"
"M7Q2JZLX","5","string_cronbach","post_cronbach","a. To avoid misunderstandings, Cronbach (1951) hims"
"M7Q2JZLX","6","string_cronbach","post_cronbach","a; the author) gives a lower bound to the “true rel"
"M7Q2JZLX","7","string_cronbach","post_cronbach","as it is nowadays and, instead, much of Cronbach’s "
"M7Q2JZLX","8","string_cronbach","post_cronbach","a—that pushes 1. More generally, it is recommended "
"M7Q2JZLX","9","string_cronbach","post_cronbach","a with Gaussian data and general covariance. Psycho"
"M7Q2JZLX","10","string_cronbach","post_cronbach","α, Revelle’s β, and McDonald’s ωH : their relations"
