"doi","exemplar","type","key","value"
"WFUDSW3K","1","length","total_length","59771"
"WFUDSW3K","1","string_cronbach","locations_cronbach.start","18993"
"WFUDSW3K","2","string_cronbach","locations_cronbach.start","19803"
"WFUDSW3K","3","string_cronbach","locations_cronbach.start","20348"
"WFUDSW3K","4","string_cronbach","locations_cronbach.start","25025"
"WFUDSW3K","5","string_cronbach","locations_cronbach.start","29170"
"WFUDSW3K","6","string_cronbach","locations_cronbach.start","29531"
"WFUDSW3K","1","string_cronbach","locations_cronbach.end","19004"
"WFUDSW3K","2","string_cronbach","locations_cronbach.end","19814"
"WFUDSW3K","3","string_cronbach","locations_cronbach.end","20359"
"WFUDSW3K","4","string_cronbach","locations_cronbach.end","25036"
"WFUDSW3K","5","string_cronbach","locations_cronbach.end","29181"
"WFUDSW3K","6","string_cronbach","locations_cronbach.end","29542"
"WFUDSW3K","1","string_cronbach","post_cronbach","α for tions to emerge, such that TGNB participants "
"WFUDSW3K","2","string_cronbach","post_cronbach","αs for responses to items on the EWPL were .94 and "
"WFUDSW3K","3","string_cronbach","post_cronbach","αs for response to items on the post- stimuli MHSAS"
"WFUDSW3K","4","string_cronbach","post_cronbach","αs for responses to items were would be examined by"
"WFUDSW3K","5","string_cronbach","post_cronbach","αs (Parent, 2013). Data for these 534 partici- on-i"
"WFUDSW3K","6","string_cronbach","post_cronbach","α internal reliability coefﬁcients, and in the MANC"
