"doi","exemplar","type","key","value"
"YSYXREDM","1","length","total_length","48327"
"YSYXREDM","1","string_cronbach","locations_cronbach.start","8645"
"YSYXREDM","2","string_cronbach","locations_cronbach.start","10072"
"YSYXREDM","3","string_cronbach","locations_cronbach.start","10536"
"YSYXREDM","4","string_cronbach","locations_cronbach.start","10806"
"YSYXREDM","5","string_cronbach","locations_cronbach.start","11078"
"YSYXREDM","6","string_cronbach","locations_cronbach.start","11597"
"YSYXREDM","7","string_cronbach","locations_cronbach.start","12350"
"YSYXREDM","8","string_cronbach","locations_cronbach.start","12554"
"YSYXREDM","9","string_cronbach","locations_cronbach.start","12751"
"YSYXREDM","10","string_cronbach","locations_cronbach.start","18904"
"YSYXREDM","1","string_cronbach","locations_cronbach.end","8660"
"YSYXREDM","2","string_cronbach","locations_cronbach.end","10083"
"YSYXREDM","3","string_cronbach","locations_cronbach.end","10547"
"YSYXREDM","4","string_cronbach","locations_cronbach.end","10817"
"YSYXREDM","5","string_cronbach","locations_cronbach.end","11089"
"YSYXREDM","6","string_cronbach","locations_cronbach.end","11608"
"YSYXREDM","7","string_cronbach","locations_cronbach.end","12361"
"YSYXREDM","8","string_cronbach","locations_cronbach.end","12565"
"YSYXREDM","9","string_cronbach","locations_cronbach.end","12762"
"YSYXREDM","10","string_cronbach","locations_cronbach.end","18915"
"YSYXREDM","1","string_cronbach","post_cronbach","a by informing universal and indicated prevention w"
"YSYXREDM","2","string_cronbach","post_cronbach","α = .59) 1. Have you ever gone without eating for 2"
"YSYXREDM","3","string_cronbach","post_cronbach","α = .55) 1. People at my school notice when I am go"
"YSYXREDM","4","string_cronbach","post_cronbach","α = .76) 1. I believe I can choose to not smoke cig"
"YSYXREDM","5","string_cronbach","post_cronbach","α = .74) 1. During the past 30 days, how many times"
"YSYXREDM","6","string_cronbach","post_cronbach","α = .88) 1. Have you ever tried cigarette smoking, "
"YSYXREDM","7","string_cronbach","post_cronbach","α = .83) 1. My parents have talked to me about thei"
"YSYXREDM","8","string_cronbach","post_cronbach","α = .51) 1. Since school started this year how many"
"YSYXREDM","9","string_cronbach","post_cronbach","α = .75) 1. Have you ever seriously thought about k"
"YSYXREDM","10","string_cronbach","post_cronbach","α Total Correlations Developmental theory Attitude "
