"doi","exemplar","type","key","value"
"PJ5RS485","1","length","total_length","58295"
"PJ5RS485","1","string_cronbach","locations_cronbach.start","14002"
"PJ5RS485","2","string_cronbach","locations_cronbach.start","15359"
"PJ5RS485","3","string_cronbach","locations_cronbach.start","16777"
"PJ5RS485","1","string_cronbach","locations_cronbach.end","14017"
"PJ5RS485","2","string_cronbach","locations_cronbach.end","15374"
"PJ5RS485","3","string_cronbach","locations_cronbach.end","16792"
"PJ5RS485","1","string_cronbach","post_cronbach","a was .90. target, and response options) were prese"
"PJ5RS485","2","string_cronbach","post_cronbach","a scores for the state and trait measures in this s"
"PJ5RS485","3","string_cronbach","post_cronbach","a of 0.80) 24 trials. The category label and target"
