"doi","exemplar","type","key","value"
"UY77XMQH","1","length","total_length","55937"
"UY77XMQH","1","string_cronbach","locations_cronbach.start","24950"
"UY77XMQH","2","string_cronbach","locations_cronbach.start","26683"
"UY77XMQH","3","string_cronbach","locations_cronbach.start","27448"
"UY77XMQH","4","string_cronbach","locations_cronbach.start","28666"
"UY77XMQH","5","string_cronbach","locations_cronbach.start","30228"
"UY77XMQH","6","string_cronbach","locations_cronbach.start","30973"
"UY77XMQH","1","string_cronbach","locations_cronbach.end","24961"
"UY77XMQH","2","string_cronbach","locations_cronbach.end","26694"
"UY77XMQH","3","string_cronbach","locations_cronbach.end","27459"
"UY77XMQH","4","string_cronbach","locations_cronbach.end","28677"
"UY77XMQH","5","string_cronbach","locations_cronbach.end","30239"
"UY77XMQH","6","string_cronbach","locations_cronbach.end","30984"
"UY77XMQH","1","string_cronbach","post_cronbach","α coefficient was estimated. Death IAT. The Death I"
"UY77XMQH","2","string_cronbach","post_cronbach","α = .80; see Beck et al., 1979) and validity. An ov"
"UY77XMQH","3","string_cronbach","post_cronbach","α = .93) and validity. Identification with life and"
"UY77XMQH","4","string_cronbach","post_cronbach","α = .87; for the test–retest reliability over two m"
"UY77XMQH","5","string_cronbach","post_cronbach","α = .82; see Scheier et al., 1994) and test–retest "
"UY77XMQH","6","string_cronbach","post_cronbach","α = .81) and test–retest reliability over a period "
