"doi","exemplar","type","key","value"
"Q7EBRTTC","1","length","total_length","54422"
"Q7EBRTTC","1","string_cronbach","locations_cronbach.start","19360"
"Q7EBRTTC","2","string_cronbach","locations_cronbach.start","21720"
"Q7EBRTTC","3","string_cronbach","locations_cronbach.start","22199"
"Q7EBRTTC","4","string_cronbach","locations_cronbach.start","22785"
"Q7EBRTTC","1","string_cronbach","locations_cronbach.end","19375"
"Q7EBRTTC","2","string_cronbach","locations_cronbach.end","21735"
"Q7EBRTTC","3","string_cronbach","locations_cronbach.end","22214"
"Q7EBRTTC","4","string_cronbach","locations_cronbach.end","22800"
"Q7EBRTTC","1","string_cronbach","post_cronbach","a for Great Lakes (16%), Mid-Atlantic (15%), the BS"
"Q7EBRTTC","2","string_cronbach","post_cronbach","a for the patient’s electronic record. perceived bu"
"Q7EBRTTC","3","string_cronbach","post_cronbach","a was .91 for the BSS-5 and tation, was collected o"
"Q7EBRTTC","4","string_cronbach","post_cronbach","a for the perceived burden- ity in previous researc"
