"doi","exemplar","type","key","value"
"AHM7RE3Z","1","length","total_length","54091"
"AHM7RE3Z","1","string_cronbach","locations_cronbach.start","11467"
"AHM7RE3Z","2","string_cronbach","locations_cronbach.start","11594"
"AHM7RE3Z","3","string_cronbach","locations_cronbach.start","13724"
"AHM7RE3Z","4","string_cronbach","locations_cronbach.start","16093"
"AHM7RE3Z","5","string_cronbach","locations_cronbach.start","16229"
"AHM7RE3Z","1","string_cronbach","locations_cronbach.end","11476"
"AHM7RE3Z","2","string_cronbach","locations_cronbach.end","11603"
"AHM7RE3Z","3","string_cronbach","locations_cronbach.end","13733"
"AHM7RE3Z","4","string_cronbach","locations_cronbach.end","16102"
"AHM7RE3Z","5","string_cronbach","locations_cronbach.end","16238"
"AHM7RE3Z","1","string_cronbach","post_cronbach","a’s. Items belonging to phrenia were assessed by a "
"AHM7RE3Z","2","string_cronbach","post_cronbach","a participant was asked to respond to 9 potential c"
"AHM7RE3Z","3","string_cronbach","post_cronbach","a Implicit Attitudes was satisfying for the 3 items"
"AHM7RE3Z","4","string_cronbach","post_cronbach","a = .62), all factors revealed rapidly with a right"
"AHM7RE3Z","5","string_cronbach","post_cronbach","a’s varying ing one concept and one attribute (eg, "
