"doi","exemplar","type","key","value"
"JKHCPHJY","1","length","total_length","35334"
"JKHCPHJY","1","string_cronbach","locations_cronbach.start","2314"
"JKHCPHJY","2","string_cronbach","locations_cronbach.start","8618"
"JKHCPHJY","3","string_cronbach","locations_cronbach.start","35015"
"JKHCPHJY","1","string_cronbach","locations_cronbach.end","2329"
"JKHCPHJY","2","string_cronbach","locations_cronbach.end","8633"
"JKHCPHJY","3","string_cronbach","locations_cronbach.end","35030"
"JKHCPHJY","1","string_cronbach","post_cronbach","a) and test–retest reliability for the AMS scale sy"
"JKHCPHJY","2","string_cronbach","post_cronbach","a (a) was used for the internal consistency searche"
"JKHCPHJY","3","string_cronbach","post_cronbach","a. BMJ 1997;314:572. 23. Begg CB, Mazumdar M. Opera"
