"doi","exemplar","type","key","value"
"5IJD4STG","1","length","total_length","44027"
"5IJD4STG","1","string_cronbach","locations_cronbach.start","13413"
"5IJD4STG","2","string_cronbach","locations_cronbach.start","13961"
"5IJD4STG","3","string_cronbach","locations_cronbach.start","14587"
"5IJD4STG","4","string_cronbach","locations_cronbach.start","17338"
"5IJD4STG","5","string_cronbach","locations_cronbach.start","17935"
"5IJD4STG","1","string_cronbach","locations_cronbach.end","13428"
"5IJD4STG","2","string_cronbach","locations_cronbach.end","13976"
"5IJD4STG","3","string_cronbach","locations_cronbach.end","14602"
"5IJD4STG","4","string_cronbach","locations_cronbach.end","17353"
"5IJD4STG","5","string_cronbach","locations_cronbach.end","17950"
"5IJD4STG","1","string_cronbach","post_cronbach","a for the current study was .95. Entrapment Entrapm"
"5IJD4STG","2","string_cronbach","post_cronbach","as were good for the total entrapment scale ða ¼ :9"
"5IJD4STG","3","string_cronbach","post_cronbach","a for this study was .93. The future thinking task "
"5IJD4STG","4","string_cronbach","post_cronbach","a was .88. Anxiety and depression The hospital anxi"
"5IJD4STG","5","string_cronbach","post_cronbach","a was .81 and .80 for anxiety and depression, respe"
