"doi","exemplar","type","key","value"
"BGTTZA64","1","length","total_length","51699"
"BGTTZA64","1","string_cronbach","locations_cronbach.start","250"
"BGTTZA64","2","string_cronbach","locations_cronbach.start","1009"
"BGTTZA64","3","string_cronbach","locations_cronbach.start","2880"
"BGTTZA64","4","string_cronbach","locations_cronbach.start","3281"
"BGTTZA64","5","string_cronbach","locations_cronbach.start","4892"
"BGTTZA64","6","string_cronbach","locations_cronbach.start","22966"
"BGTTZA64","7","string_cronbach","locations_cronbach.start","23162"
"BGTTZA64","8","string_cronbach","locations_cronbach.start","44466"
"BGTTZA64","9","string_cronbach","locations_cronbach.start","47864"
"BGTTZA64","10","string_cronbach","locations_cronbach.start","51503"
"BGTTZA64","1","string_cronbach","locations_cronbach.end","265"
"BGTTZA64","2","string_cronbach","locations_cronbach.end","1024"
"BGTTZA64","3","string_cronbach","locations_cronbach.end","2895"
"BGTTZA64","4","string_cronbach","locations_cronbach.end","3296"
"BGTTZA64","5","string_cronbach","locations_cronbach.end","4907"
"BGTTZA64","6","string_cronbach","locations_cronbach.end","22981"
"BGTTZA64","7","string_cronbach","locations_cronbach.end","23171"
"BGTTZA64","8","string_cronbach","locations_cronbach.end","44481"
"BGTTZA64","9","string_cronbach","locations_cronbach.end","47879"
"BGTTZA64","10","string_cronbach","locations_cronbach.end","51514"
"BGTTZA64","1","string_cronbach","post_cronbach","a as a reliability estimate and as a measure of int"
"BGTTZA64","2","string_cronbach","post_cronbach","a, internal consistency, reliability, unidimensiona"
"BGTTZA64","3","string_cronbach","post_cronbach","a, and to provide alternatives. This paper is also "
"BGTTZA64","4","string_cronbach","post_cronbach","a are discussed. Second, the definitions of test sc"
"BGTTZA64","5","string_cronbach","post_cronbach","a. To avoid misunderstandings, Cronbach (1951) hims"
"BGTTZA64","6","string_cronbach","post_cronbach","a; the author) gives a lower bound to the “true rel"
"BGTTZA64","7","string_cronbach","post_cronbach","as it is nowadays and, instead, much of Cronbach’s "
"BGTTZA64","8","string_cronbach","post_cronbach","a—that pushes 1. More generally, it is recommended "
"BGTTZA64","9","string_cronbach","post_cronbach","a with Gaussian data and general covariance. Psycho"
"BGTTZA64","10","string_cronbach","post_cronbach","α, Revelle’s β, and McDonald’s ωH : their relations"
