"doi","exemplar","type","key","value"
"KM6C2CMI","1","length","total_length","64534"
"KM6C2CMI","1","string_cronbach","locations_cronbach.start","21218"
"KM6C2CMI","2","string_cronbach","locations_cronbach.start","27665"
"KM6C2CMI","3","string_cronbach","locations_cronbach.start","52361"
"KM6C2CMI","1","string_cronbach","locations_cronbach.end","21233"
"KM6C2CMI","2","string_cronbach","locations_cronbach.end","27680"
"KM6C2CMI","3","string_cronbach","locations_cronbach.end","52376"
"KM6C2CMI","1","string_cronbach","post_cronbach","a for the This document is copyrighted by the Ameri"
"KM6C2CMI","2","string_cronbach","post_cronbach","as for Isolates, the SWLS, Income .07 .06 .10 the G"
"KM6C2CMI","3","string_cronbach","post_cronbach","a of one subscale was potential ways of living befo"
