"doi","exemplar","type","key","value"
"8HAM2KZE","1","length","total_length","46823"
"8HAM2KZE","1","string_cronbach","locations_cronbach.start","13166"
"8HAM2KZE","2","string_cronbach","locations_cronbach.start","14009"
"8HAM2KZE","3","string_cronbach","locations_cronbach.start","14567"
"8HAM2KZE","4","string_cronbach","locations_cronbach.start","15763"
"8HAM2KZE","5","string_cronbach","locations_cronbach.start","17284"
"8HAM2KZE","6","string_cronbach","locations_cronbach.start","18620"
"8HAM2KZE","7","string_cronbach","locations_cronbach.start","18815"
"8HAM2KZE","8","string_cronbach","locations_cronbach.start","18944"
"8HAM2KZE","1","string_cronbach","locations_cronbach.end","13181"
"8HAM2KZE","2","string_cronbach","locations_cronbach.end","14024"
"8HAM2KZE","3","string_cronbach","locations_cronbach.end","14582"
"8HAM2KZE","4","string_cronbach","locations_cronbach.end","15778"
"8HAM2KZE","5","string_cronbach","locations_cronbach.end","17299"
"8HAM2KZE","6","string_cronbach","locations_cronbach.end","18635"
"8HAM2KZE","7","string_cronbach","locations_cronbach.end","18830"
"8HAM2KZE","8","string_cronbach","locations_cronbach.end","18959"
"8HAM2KZE","1","string_cronbach","post_cronbach","a of .89, and reach it” and “If I feel distressed o"
"8HAM2KZE","2","string_cronbach","post_cronbach","a of.87 for the total scale (McCracken sions of dep"
"8HAM2KZE","3","string_cronbach","post_cronbach","a of.93 for the total scale (Henry & bach's alpha r"
"8HAM2KZE","4","string_cronbach","post_cronbach","a ranging from.76 to.87 and test-retest of .80 and "
"8HAM2KZE","5","string_cronbach","post_cronbach","as of .91 and .93 (Gillanders et al., 2014; Dionne "
"8HAM2KZE","6","string_cronbach","post_cronbach","a, skew and kurtosis among the study on a 6-point L"
"8HAM2KZE","7","string_cronbach","post_cronbach","a Skew Kurtosis a higher level of attention to the "
"8HAM2KZE","8","string_cronbach","post_cronbach","a of.82 (Brown and 1. PPS 29.67 8.82 .91 .059  .47"
