"doi","exemplar","type","key","value"
"7Y7CJGKX","1","length","total_length","63823"
"7Y7CJGKX","1","string_cronbach","locations_cronbach.start","1511"
"7Y7CJGKX","2","string_cronbach","locations_cronbach.start","42442"
"7Y7CJGKX","3","string_cronbach","locations_cronbach.start","55967"
"7Y7CJGKX","4","string_cronbach","locations_cronbach.start","61926"
"7Y7CJGKX","5","string_cronbach","locations_cronbach.start","62075"
"7Y7CJGKX","6","string_cronbach","locations_cronbach.start","63634"
"7Y7CJGKX","1","string_cronbach","locations_cronbach.end","1526"
"7Y7CJGKX","2","string_cronbach","locations_cronbach.end","42457"
"7Y7CJGKX","3","string_cronbach","locations_cronbach.end","55982"
"7Y7CJGKX","4","string_cronbach","locations_cronbach.end","61941"
"7Y7CJGKX","5","string_cronbach","locations_cronbach.end","62090"
"7Y7CJGKX","6","string_cronbach","locations_cronbach.end","63645"
"7Y7CJGKX","1","string_cronbach","post_cronbach","a, robust McDonald’s omega, missing data, outlying "
"7Y7CJGKX","2","string_cronbach","post_cronbach","a is a widely used measure of reliability in the li"
"7Y7CJGKX","3","string_cronbach","post_cronbach","a. Journal of Multivariate Analysis, 97, 1660-1674."
"7Y7CJGKX","4","string_cronbach","post_cronbach","a. Psychometrika, 65, 271-228. doi:10.1007/BF022 96"
"7Y7CJGKX","5","string_cronbach","post_cronbach","a. British Journal of Mathematical and Statistical "
"7Y7CJGKX","6","string_cronbach","post_cronbach","a, Revelle’s b, and McDonald’s v: Their relations w"
