"doi","exemplar","type","key","value"
"7TUAX3MV","1","length","total_length","71222"
"7TUAX3MV","1","string_cronbach","locations_cronbach.start","16931"
"7TUAX3MV","2","string_cronbach","locations_cronbach.start","20130"
"7TUAX3MV","3","string_cronbach","locations_cronbach.start","21611"
"7TUAX3MV","4","string_cronbach","locations_cronbach.start","32700"
"7TUAX3MV","1","string_cronbach","locations_cronbach.end","16942"
"7TUAX3MV","2","string_cronbach","locations_cronbach.end","20141"
"7TUAX3MV","3","string_cronbach","locations_cronbach.end","21622"
"7TUAX3MV","4","string_cronbach","locations_cronbach.end","32711"
"7TUAX3MV","1","string_cronbach","post_cronbach","α = .90). Items include, “I feel that I am a person"
"7TUAX3MV","2","string_cronbach","post_cronbach","α = .94). Participants indicated how true 20 statem"
"7TUAX3MV","3","string_cronbach","post_cronbach","α = .86). Positive feedback participants reported s"
"7TUAX3MV","4","string_cronbach","post_cronbach","α = .90), which each contain four statements reflec"
