"doi","exemplar","type","key","value"
"NPZSUZZU","1","length","total_length","69681"
"NPZSUZZU","1","string_cronbach","locations_cronbach.start","19889"
"NPZSUZZU","2","string_cronbach","locations_cronbach.start","20797"
"NPZSUZZU","3","string_cronbach","locations_cronbach.start","21600"
"NPZSUZZU","4","string_cronbach","locations_cronbach.start","22787"
"NPZSUZZU","5","string_cronbach","locations_cronbach.start","24836"
"NPZSUZZU","1","string_cronbach","locations_cronbach.end","19904"
"NPZSUZZU","2","string_cronbach","locations_cronbach.end","20812"
"NPZSUZZU","3","string_cronbach","locations_cronbach.end","21615"
"NPZSUZZU","4","string_cronbach","locations_cronbach.end","22802"
"NPZSUZZU","5","string_cronbach","locations_cronbach.end","24851"
"NPZSUZZU","1","string_cronbach","post_cronbach","a of .94). The mean score in a Colombian nonclinica"
"NPZSUZZU","2","string_cronbach","post_cronbach","a of .74). The mean score for Brooding in a Colombi"
"NPZSUZZU","3","string_cronbach","post_cronbach","a of .89; Ruiz, Suárez Falcón, & Riaño Hernández, i"
"NPZSUZZU","4","string_cronbach","post_cronbach","a in a sample of undergraduates (N= 762) was .88, a"
"NPZSUZZU","5","string_cronbach","post_cronbach","a of .91 in general population; Ruiz, Suárez Falcón"
